,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
13122,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,0 to 19 years,Percent,5,Canada
13123,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,20 to 29 years,Percent,25,Canada
13124,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,30 to 39 years,Percent,32,Canada
13125,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,40 to 49 years,Percent,21,Canada
13126,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,50 to 59 years,Percent,10,Canada
13127,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2022,2022,60 years or more,Percent,6,Canada
13128,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,0 to 19 years,Percent,5,Canada
13129,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,20 to 29 years,Percent,26,Canada
13130,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,30 to 39 years,Percent,32,Canada
13131,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,40 to 49 years,Percent,19,Canada
13132,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,50 to 59 years,Percent,10,Canada
13133,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2023,2023,60 years or more,Percent,6,Canada
13134,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,4,Canada
13135,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,26,Canada
13136,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,32,Canada
13137,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,19,Canada
13138,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,11,Canada
13139,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,8,Canada
13140,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,0 to 19 years,Percent,13,Canada
13141,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,20 to 29 years,Percent,13,Canada
13142,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,30 to 39 years,Percent,35,Canada
13143,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,40 to 49 years,Percent,13,Canada
13144,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,50 to 59 years,Percent,18,Canada
13145,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,60 years or more,Percent,9,Canada
13146,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,0 to 19 years,Percent,14,Canada
13147,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,20 to 29 years,Percent,23,Canada
13148,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,30 to 39 years,Percent,26,Canada
13149,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,40 to 49 years,Percent,17,Canada
13150,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,50 to 59 years,Percent,12,Canada
13151,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,60 years or more,Percent,9,Canada
13152,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,0 to 19 years,Percent,8,Canada
13153,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,20 to 29 years,Percent,39,Canada
13154,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,30 to 39 years,Percent,24,Canada
13155,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,40 to 49 years,Percent,15,Canada
13156,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,50 to 59 years,Percent,8,Canada
13157,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,60 years or more,Percent,6,Canada
13158,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,0 to 19 years,Percent,7,Canada
13159,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,20 to 29 years,Percent,37,Canada
13160,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,30 to 39 years,Percent,27,Canada
13161,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,40 to 49 years,Percent,15,Canada
13162,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,50 to 59 years,Percent,7,Canada
13163,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,60 years or more,Percent,6,Canada
13164,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,0 to 19 years,Percent,3,Canada
13165,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,20 to 29 years,Percent,29,Canada
13166,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,30 to 39 years,Percent,33,Canada
13167,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,40 to 49 years,Percent,20,Canada
13168,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,50 to 59 years,Percent,10,Canada
13169,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,60 years or more,Percent,5,Canada
13170,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,0 to 19 years,Percent,3,Canada
13171,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,20 to 29 years,Percent,28,Canada
13172,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,30 to 39 years,Percent,33,Canada
13173,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,40 to 49 years,Percent,21,Canada
13174,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,50 to 59 years,Percent,10,Canada
13175,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,60 years or more,Percent,4,Canada
13176,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,0 to 19 years,Percent,5,Canada
13177,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,20 to 29 years,Percent,27,Canada
13178,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,30 to 39 years,Percent,33,Canada
13179,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,40 to 49 years,Percent,20,Canada
13180,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,50 to 59 years,Percent,10,Canada
13181,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,60 years or more,Percent,6,Canada
13182,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,0 to 19 years,Percent,4,Canada
13183,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,20 to 29 years,Percent,26,Canada
13184,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,30 to 39 years,Percent,37,Canada
13185,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,40 to 49 years,Percent,18,Canada
13186,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,50 to 59 years,Percent,9,Canada
13187,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,60 years or more,Percent,6,Canada
13188,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,4,Canada
13189,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,29,Canada
13190,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,37,Canada
13191,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,17,Canada
13192,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,8,Canada
13193,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,6,Canada
13194,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,0 to 19 years,Percent,6,Canada
13195,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,20 to 29 years,Percent,26,Canada
13196,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,30 to 39 years,Percent,21,Canada
13197,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,40 to 49 years,Percent,14,Canada
13198,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,50 to 59 years,Percent,15,Canada
13199,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2016,2016,60 years or more,Percent,17,Canada
13200,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,0 to 19 years,Percent,4,Canada
13201,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,20 to 29 years,Percent,27,Canada
13202,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,30 to 39 years,Percent,29,Canada
13203,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,40 to 49 years,Percent,16,Canada
13204,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,50 to 59 years,Percent,12,Canada
13205,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2017,2017,60 years or more,Percent,11,Canada
13206,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,0 to 19 years,Percent,4,Canada
13207,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,20 to 29 years,Percent,27,Canada
13208,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,30 to 39 years,Percent,30,Canada
13209,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,40 to 49 years,Percent,16,Canada
13210,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,50 to 59 years,Percent,13,Canada
13211,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2018,2018,60 years or more,Percent,9,Canada
13212,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,0 to 19 years,Percent,3,Canada
13213,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,20 to 29 years,Percent,27,Canada
13214,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,30 to 39 years,Percent,32,Canada
13215,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,40 to 49 years,Percent,17,Canada
13216,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,50 to 59 years,Percent,13,Canada
13217,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2019,2019,60 years or more,Percent,8,Canada
13218,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,0 to 19 years,Percent,3,Canada
13219,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,20 to 29 years,Percent,24,Canada
13220,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,30 to 39 years,Percent,34,Canada
13221,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,40 to 49 years,Percent,18,Canada
13222,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,50 to 59 years,Percent,13,Canada
13223,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2020,2020,60 years or more,Percent,8,Canada
13224,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,0 to 19 years,Percent,2,Canada
13225,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,20 to 29 years,Percent,22,Canada
13226,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,30 to 39 years,Percent,36,Canada
13227,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,40 to 49 years,Percent,21,Canada
13228,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,50 to 59 years,Percent,12,Canada
13229,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2021,2021,60 years or more,Percent,7,Canada
13230,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,0 to 19 years,Percent,3,Canada
13231,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,20 to 29 years,Percent,20,Canada
13232,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,30 to 39 years,Percent,34,Canada
13233,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,40 to 49 years,Percent,20,Canada
13234,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,50 to 59 years,Percent,13,Canada
13235,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2022,2022,60 years or more,Percent,9,Canada
13236,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,0 to 19 years,Percent,3,Canada
13237,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,20 to 29 years,Percent,20,Canada
13238,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,30 to 39 years,Percent,34,Canada
13239,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,40 to 49 years,Percent,21,Canada
13240,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,50 to 59 years,Percent,12,Canada
13241,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2023,2023,60 years or more,Percent,8,Canada
13242,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,3,Canada
13243,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,18,Canada
13244,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,35,Canada
13245,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,22,Canada
13246,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,12,Canada
13247,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,9,Canada
13248,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,0 to 19 years,Percent,Suppr.,Canada
13249,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,20 to 29 years,Percent,Suppr.,Canada
13250,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,30 to 39 years,Percent,Suppr.,Canada
13251,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,40 to 49 years,Percent,Suppr.,Canada
13252,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,50 to 59 years,Percent,Suppr.,Canada
13253,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,60 years or more,Percent,Suppr.,Canada
13254,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,0 to 19 years,Percent,0,Canada
13255,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,20 to 29 years,Percent,Suppr.,Canada
13256,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,30 to 39 years,Percent,Suppr.,Canada
13257,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,40 to 49 years,Percent,0,Canada
13258,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,50 to 59 years,Percent,Suppr.,Canada
13259,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,60 years or more,Percent,50,Canada
13260,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,0 to 19 years,Percent,Suppr.,Canada
13261,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,20 to 29 years,Percent,0,Canada
13262,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,30 to 39 years,Percent,0,Canada
13263,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,40 to 49 years,Percent,0,Canada
13264,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,50 to 59 years,Percent,0,Canada
13265,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
13266,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,0 to 19 years,Percent,Suppr.,Canada
13267,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,20 to 29 years,Percent,0,Canada
13268,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,30 to 39 years,Percent,Suppr.,Canada
13269,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,40 to 49 years,Percent,0,Canada
13270,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,50 to 59 years,Percent,Suppr.,Canada
13271,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,60 years or more,Percent,Suppr.,Canada
13272,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,0 to 19 years,Percent,Suppr.,Canada
13273,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,20 to 29 years,Percent,0,Canada
13274,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,30 to 39 years,Percent,Suppr.,Canada
13275,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,40 to 49 years,Percent,0,Canada
13276,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,50 to 59 years,Percent,Suppr.,Canada
13277,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,60 years or more,Percent,Suppr.,Canada
13278,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,0 to 19 years,Percent,Suppr.,Canada
13279,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,20 to 29 years,Percent,Suppr.,Canada
13280,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,30 to 39 years,Percent,0,Canada
13281,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,40 to 49 years,Percent,0,Canada
13282,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,50 to 59 years,Percent,0,Canada
13283,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,60 years or more,Percent,Suppr.,Canada
13284,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,0 to 19 years,Percent,Suppr.,Canada
13285,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,20 to 29 years,Percent,0,Canada
13286,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,30 to 39 years,Percent,0,Canada
13287,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,40 to 49 years,Percent,0,Canada
13288,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,50 to 59 years,Percent,Suppr.,Canada
13289,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,60 years or more,Percent,Suppr.,Canada
13290,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,0 to 19 years,Percent,Suppr.,Canada
13291,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,20 to 29 years,Percent,Suppr.,Canada
